RowID,ProductID,Category,SubCategory,ProductName
39660,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts"
41795,FUR-HON-10000344,Furniture,Chairs,"Hon Rocking Chair, Red"
22414,OFF-AP-10000510,Office Supplies,Appliances,"Cuisinart Coffee Grinder, Red"
28584,FUR-FU-10003960,Furniture,Furnishings,"Deflect-O Stacking Tray, Erganomic"
28610,OFF-EN-10004173,Office Supplies,Envelopes,"Ames Peel and Seal, Recycled"
28609,FUR-FU-10004704,Furniture,Furnishings,"Deflect-O Door Stop, Black"
21712,OFF-PA-10003455,Office Supplies,Paper,"Green Bar Memo Slips, Recycled"
24572,OFF-AR-10001965,Office Supplies,Art,"BIC Markers, Easy-Erase"
21710,OFF-AP-10002497,Office Supplies,Appliances,"Hamilton Beach Coffee Grinder, White"
29646,OFF-BI-10004369,Office Supplies,Binders,"Ibico Hole Reinforcements, Recycled"
28582,OFF-SU-10001697,Office Supplies,Supplies,"Fiskars Scissors, Easy Grip"
32639,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems
12793,OFF-BI-10004541,Office Supplies,Binders,"Wilson Jones Binder, Durable"
50204,OFF-CUI-10003923,Office Supplies,Appliances,"Cuisinart Coffee Grinder, Red"
25151,OFF-BI-10004181,Office Supplies,Binders,"Avery 3-Hole Punch, Clear"
40982,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse
28585,OFF-FA-10000263,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Bulk Pack"
19884,OFF-EN-10001449,Office Supplies,Envelopes,"Kraft Manila Envelope, with clear poly window"
19883,OFF-BI-10001124,Office Supplies,Binders,"Ibico Binder Covers, Clear"
39657,OFF-AR-10001955,Office Supplies,Art,Newell 319
24570,OFF-BI-10002708,Office Supplies,Binders,"Acco Binder, Clear"
32638,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack"
42110,OFF-GLO-10001127,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, Set of 50"
42111,TEC-ENE-10004236,Technology,Accessories,"Enermax Flash Drive, Bluetooth"
24571,OFF-AR-10001134,Office Supplies,Art,"Boston Pens, Easy-Erase"
19881,OFF-BI-10002674,Office Supplies,Binders,"Cardinal Binder Covers, Recycled"
41796,OFF-ACM-10000671,Office Supplies,Supplies,"Acme Ruler, Steel"
39658,OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac
42108,OFF-OIC-10002266,Office Supplies,Fasteners,"OIC Staples, 12 Pack"
42109,OFF-HAR-10000187,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Alphabetical"
41507,OFF-IBI-10001951,Office Supplies,Binders,"Ibico Hole Reinforcements, Clear"
9563,TEC-PH-10001548,Technology,Phones,"Nokia Speaker Phone, Full Size"
48112,TEC-MOT-10002855,Technology,Phones,"Motorola Speaker Phone, with Caller ID"
30775,OFF-ST-10004159,Office Supplies,Storage,"Eldon Lockers, Blue"
18771,FUR-BO-10000797,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Pine"
18506,TEC-CO-10002244,Technology,Copiers,"Sharp Ink, Laser"
15231,TEC-PH-10004910,Technology,Phones,"Samsung Signal Booster, Full Size"
18505,TEC-PH-10004162,Technology,Phones,"Samsung Speaker Phone, Cordless"
40043,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets
31428,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916
40045,TEC-MA-10002109,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax"
30009,FUR-BO-10000666,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Mobile"
4003,OFF-EN-10003175,Office Supplies,Envelopes,"Ames Manila Envelope, Security-Tint"
47316,OFF-AVE-10004404,Office Supplies,Labels,"Avery Shipping Labels, Alphabetical"
18504,OFF-AP-10001568,Office Supplies,Appliances,"Hamilton Beach Toaster, Silver"
10956,OFF-AR-10000079,Office Supplies,Art,"Stanley Pencil Sharpener, Fluorescent"
36442,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins"
15232,OFF-AR-10004881,Office Supplies,Art,"Stanley Sketch Pad, Blue"
4002,OFF-ST-10002343,Office Supplies,Storage,"Smead Trays, Blue"
48113,OFF-ELI-10003911,Office Supplies,Supplies,"Elite Shears, Serrated"
36441,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock"
30922,OFF-AR-10001612,Office Supplies,Art,"Boston Pens, Easy-Erase"
31427,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5
15233,OFF-AP-10004869,Office Supplies,Appliances,"KitchenAid Toaster, White"
15230,OFF-EN-10003904,Office Supplies,Envelopes,"Jiffy Business Envelopes, Recycled"
36443,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers
10957,OFF-EN-10001147,Office Supplies,Envelopes,"Jiffy Clasp Envelope, Recycled"
31429,OFF-FA-10002780,Office Supplies,Fasteners,Staples
40044,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers
22811,TEC-CO-10000259,Technology,Copiers,"Hewlett Ink, Color"
13006,TEC-AC-10004508,Technology,Accessories,"SanDisk Numeric Keypad, Bluetooth"
38936,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled"
4510,FUR-CH-10001021,Furniture,Chairs,"Office Star Rocking Chair, Red"
47353,FUR-HON-10001558,Furniture,Chairs,"Hon Swivel Stool, Black"
33806,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display
8708,FUR-BO-10001781,Furniture,Bookcases,"Bush Library with Doors, Traditional"
8352,OFF-AP-10004515,Office Supplies,Appliances,"Hamilton Beach Coffee Grinder, Red"
33805,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone
18262,OFF-SU-10003252,Office Supplies,Supplies,"Fiskars Trimmer, Steel"
22810,OFF-ST-10004703,Office Supplies,Storage,"Tenex Folders, Single Width"
50155,OFF-JIF-10004450,Office Supplies,Envelopes,"Jiffy Mailers, Recycled"
20677,OFF-BI-10000854,Office Supplies,Binders,"Acco Binder Covers, Economy"
14455,TEC-MA-10004655,Technology,Machines,"Konica Receipt Printer, White"
8709,OFF-EN-10001832,Office Supplies,Envelopes,"Kraft Clasp Envelope, Set of 50"
19951,OFF-BI-10003917,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Recycled"
8710,OFF-EN-10001832,Office Supplies,Envelopes,"Ames Mailers, with clear poly window"
8707,OFF-PA-10000677,Office Supplies,Paper,"Green Bar Memo Slips, Premium"
38935,OFF-EN-10003286,Office Supplies,Envelopes,Staples
38934,OFF-AR-10001615,Office Supplies,Art,Newell 34
19950,OFF-BI-10001124,Office Supplies,Binders,"Ibico Binder Covers, Clear"
8706,OFF-BI-10000490,Office Supplies,Binders,"Cardinal Binder, Recycled"
11806,OFF-BI-10002570,Office Supplies,Binders,"Acco Binder Covers, Clear"
40548,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts
26008,OFF-FA-10004027,Office Supplies,Fasteners,"OIC Staples, Bulk Pack"
38937,OFF-PA-10002764,Office Supplies,Paper,Staples
13005,OFF-LA-10001833,Office Supplies,Labels,"Hon Shipping Labels, Alphabetical"
4511,OFF-FA-10004410,Office Supplies,Fasteners,"Stockwell Staples, Metal"
33067,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings
39157,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets
50156,OFF-FEL-10002837,Office Supplies,Storage,"Fellowes Folders, Single Width"
33066,OFF-SU-10001935,Office Supplies,Supplies,Staples
40589,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder
11331,FUR-BO-10000490,Furniture,Bookcases,"Bush Library with Doors, Metal"
19280,TEC-MA-10002629,Technology,Machines,"Konica Inkjet, Wireless"
24692,FUR-BO-10003408,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Metal"
24385,TEC-CO-10002316,Technology,Copiers,"Brother Personal Copier, Laser"
34346,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router
34345,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables
13723,TEC-PH-10004601,Technology,Phones,"Nokia Audio Dock, with Caller ID"
16437,TEC-PH-10002565,Technology,Phones,"Apple Audio Dock, with Caller ID"
27772,OFF-FA-10001621,Office Supplies,Fasteners,"OIC Rubber Bands, Bulk Pack"
3604,OFF-BI-10000029,Office Supplies,Binders,"Ibico Binding Machine, Recycled"
14781,OFF-ST-10003641,Office Supplies,Storage,"Fellowes Trays, Wire Frame"
518,OFF-EN-10000857,Office Supplies,Envelopes,"Ames Mailers, Security-Tint"
18781,OFF-ST-10002622,Office Supplies,Storage,"Smead File Cart, Single Width"
517,OFF-BI-10001254,Office Supplies,Binders,"Avery Binding Machine, Recycled"
19239,FUR-BO-10004219,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Metal"
16438,FUR-FU-10004422,Furniture,Furnishings,"Advantus Photo Frame, Erganomic"
22481,OFF-BI-10001808,Office Supplies,Binders,"Ibico Index Tab, Clear"
653,FUR-CH-10004844,Furniture,Chairs,"Novimex Swivel Stool, Adjustable"
2035,OFF-SU-10004119,Office Supplies,Supplies,"Acme Trimmer, Steel"
9171,OFF-SU-10003683,Office Supplies,Supplies,"Kleencut Ruler, Easy Grip"
8931,TEC-AC-10001172,Technology,Accessories,"Logitech Numeric Keypad, Erganomic"
7607,OFF-LA-10004969,Office Supplies,Labels,"Novimex Legal Exhibit Labels, Adjustable"
24384,OFF-FA-10003716,Office Supplies,Fasteners,"OIC Rubber Bands, Metal"
19240,OFF-BI-10000267,Office Supplies,Binders,"Ibico Hole Reinforcements, Clear"
654,OFF-AP-10001885,Office Supplies,Appliances,"Hamilton Beach Coffee Grinder, White"
40966,OFF-LA-10001569,Office Supplies,Labels,Avery 499
519,OFF-LA-10000203,Office Supplies,Labels,"Hon Round Labels, Laser Printer Compatible"
36938,OFF-AR-10000246,Office Supplies,Art,Newell 318
32633,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps
652,FUR-FU-10004117,Furniture,Furnishings,"Eldon Door Stop, Black"
8932,OFF-LA-10001019,Office Supplies,Labels,"Hon Legal Exhibit Labels, Laser Printer Compatible"
17096,OFF-ST-10002900,Office Supplies,Storage,"Smead Lockers, Wire Frame"
12364,OFF-ST-10002175,Office Supplies,Storage,"Fellowes Lockers, Single Width"
12365,OFF-AR-10003457,Office Supplies,Art,"Sanford Sketch Pad, Water Color"
18345,TEC-CO-10002284,Technology,Copiers,"Hewlett Copy Machine, Color"
48637,TEC-APP-10004584,Technology,Phones,"Apple Office Telephone, VoIP"
33814,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets
17989,OFF-AR-10002156,Office Supplies,Art,"Stanley Highlighters, Blue"
28369,OFF-FA-10002481,Office Supplies,Fasteners,"OIC Rubber Bands, 12 Pack"
38209,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse
12366,OFF-SU-10001633,Office Supplies,Supplies,"Stiletto Letter Opener, Easy Grip"
38690,OFF-AR-10001615,Office Supplies,Art,Newell 34
48016,OFF-BIC-10003680,Office Supplies,Art,"BIC Highlighters, Blue"
45311,OFF-EAT-10000854,Office Supplies,Paper,"Eaton Parchment Paper, Recycled"
38691,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11"
38689,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads"
24405,OFF-ST-10003606,Office Supplies,Storage,"Smead Box, Single Width"
48636,OFF-JIF-10000165,Office Supplies,Envelopes,"Jiffy Business Envelopes, Recycled"
48015,OFF-HON-10004825,Office Supplies,Labels,"Hon File Folder Labels, Adjustable"
9857,OFF-AP-10004627,Office Supplies,Appliances,"Hamilton Beach Stove, Silver"
8295,FUR-BO-10002580,Furniture,Bookcases,"Safco Classic Bookcase, Pine"
22947,OFF-AP-10000335,Office Supplies,Appliances,"Cuisinart Microwave, Red"
18383,OFF-ST-10000624,Office Supplies,Storage,"Eldon File Cart, Single Width"
22948,OFF-ST-10001755,Office Supplies,Storage,"Smead Lockers, Single Width"
4225,OFF-ST-10004646,Office Supplies,Storage,"Fellowes Lockers, Blue"
19485,OFF-ST-10004489,Office Supplies,Storage,"Smead Lockers, Single Width"
6092,TEC-CO-10001001,Technology,Copiers,"HP Fax Machine, Digital"
50384,TEC-HP -10004149,Technology,Copiers,"HP Copy Machine, Color"
50385,TEC-SHA-10001309,Technology,Copiers,"Sharp Fax Machine, Digital"
49193,OFF-STA-10003756,Office Supplies,Art,"Stanley Sketch Pad, Blue"
24492,TEC-CO-10003759,Technology,Copiers,"Canon Fax Machine, Laser"
49194,OFF-CAR-10001577,Office Supplies,Binders,"Cardinal Binding Machine, Economy"
9865,TEC-PH-10004358,Technology,Phones,"Cisco Audio Dock, VoIP"
29178,TEC-MA-10004023,Technology,Machines,"Konica Phone, Wireless"
49192,OFF-STA-10003803,Office Supplies,Art,"Stanley Highlighters, Fluorescent"
24491,TEC-PH-10002154,Technology,Phones,"Cisco Headset, Full Size"
18397,OFF-EN-10001728,Office Supplies,Envelopes,"Jiffy Interoffice Envelope, Recycled"
18477,FUR-FU-10000905,Furniture,Furnishings,"Eldon Door Stop, Erganomic"
17653,OFF-FA-10001783,Office Supplies,Fasteners,"Stockwell Rubber Bands, Metal"
44924,OFF-HOO-10001248,Office Supplies,Appliances,"Hoover Coffee Grinder, Silver"
44928,TEC-SAM-10001843,Technology,Phones,"Samsung Audio Dock, Full Size"
22949,OFF-LA-10000707,Office Supplies,Labels,"Avery Removable Labels, Adjustable"
30307,OFF-PA-10003333,Office Supplies,Paper,"Eaton Note Cards, 8.5 x 11"
49196,OFF-STA-10003756,Office Supplies,Art,"Stanley Sketch Pad, Blue"
3022,TEC-PH-10000788,Technology,Phones,"Cisco Office Telephone, Full Size"
44927,FUR-HAR-10001144,Furniture,Chairs,"Harbour Creations Bag Chairs, Adjustable"
18476,OFF-AR-10000307,Office Supplies,Art,"Binney & Smith Markers, Easy-Erase"
41710,OFF-ELD-10004324,Office Supplies,Storage,"Eldon File Cart, Blue"
48353,OFF-BIC-10000582,Office Supplies,Art,"BIC Sketch Pad, Water Color"
24490,FUR-CH-10003760,Furniture,Chairs,"Office Star Bag Chairs, Set of Two"
41711,TEC-HP -10000081,Technology,Copiers,"HP Ink, Color"
29179,OFF-EN-10001315,Office Supplies,Envelopes,"Jiffy Manila Envelope, Security-Tint"
1297,OFF-LA-10003285,Office Supplies,Labels,"Avery Removable Labels, Adjustable"
9858,OFF-SU-10002498,Office Supplies,Supplies,"Stiletto Letter Opener, High Speed"
19486,OFF-ST-10000710,Office Supplies,Storage,"Smead Shelving, Blue"
44923,OFF-ENE-10000935,Office Supplies,Paper,"Enermax Memo Slips, Premium"
48352,OFF-BOS-10003699,Office Supplies,Art,"Boston Sketch Pad, Fluorescent"
9868,OFF-ST-10002598,Office Supplies,Storage,"Tenex Shelving, Industrial"
18384,OFF-AR-10002640,Office Supplies,Art,"Boston Pens, Blue"
17870,FUR-FU-10001169,Furniture,Furnishings,"Rubbermaid Clock, Duo Pack"
49195,OFF-IBI-10001772,Office Supplies,Binders,"Ibico Index Tab, Clear"
44922,OFF-BIC-10002722,Office Supplies,Art,"BIC Pens, Water Color"
44925,OFF-STO-10000924,Office Supplies,Fasteners,"Stockwell Rubber Bands, Metal"
9866,OFF-BI-10000827,Office Supplies,Binders,"Acco Binder, Recycled"
17237,FUR-FU-10004049,Furniture,Furnishings,"Eldon Light Bulb, Erganomic"
32628,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box
6093,FUR-FU-10000776,Furniture,Furnishings,"Deflect-O Door Stop, Erganomic"
17236,OFF-BI-10004541,Office Supplies,Binders,"Wilson Jones Binder, Durable"
36065,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book
30833,OFF-LA-10002974,Office Supplies,Labels,"Novimex Shipping Labels, Adjustable"
18396,OFF-ST-10003446,Office Supplies,Storage,"Smead Trays, Single Width"
34986,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9"""
24489,OFF-LA-10003627,Office Supplies,Labels,"Novimex Round Labels, Adjustable"
34985,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
29177,OFF-AR-10002236,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color"
6091,FUR-FU-10000350,Furniture,Furnishings,"Rubbermaid Light Bulb, Duo Pack"
39029,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977
21939,OFF-BI-10003309,Office Supplies,Binders,"Wilson Jones Binder Covers, Clear"
9869,OFF-BI-10000404,Office Supplies,Binders,"Avery Binder Covers, Clear"
7279,OFF-LA-10000276,Office Supplies,Labels,"Smead File Folder Labels, 5000 Label Set"
9870,OFF-EN-10003636,Office Supplies,Envelopes,"Jiffy Peel and Seal, Security-Tint"
2830,OFF-BI-10003503,Office Supplies,Binders,"Cardinal Index Tab, Economy"
43313,OFF-HON-10003010,Office Supplies,Labels,"Hon Round Labels, 5000 Label Set"
9867,OFF-LA-10003372,Office Supplies,Labels,"Smead Round Labels, Alphabetical"
41709,OFF-IBI-10000440,Office Supplies,Binders,"Ibico Binder Covers, Clear"
44926,OFF-IBI-10001640,Office Supplies,Binders,"Ibico Hole Reinforcements, Economy"
44921,OFF-AVE-10000608,Office Supplies,Binders,"Avery Index Tab, Economy"
17238,OFF-LA-10001184,Office Supplies,Labels,"Novimex Legal Exhibit Labels, 5000 Label Set"
43312,OFF-SAN-10002015,Office Supplies,Art,"Sanford Pens, Water Color"
32627,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple
6755,TEC-CO-10003158,Technology,Copiers,"Sharp Wireless Fax, Laser"
10349,FUR-BO-10003007,Furniture,Bookcases,"Ikea Stackable Bookrack, Metal"
11761,TEC-AC-10003265,Technology,Accessories,"Belkin Router, Bluetooth"
17235,TEC-PH-10002255,Technology,Phones,"Apple Audio Dock, Full Size"
50847,FUR-IKE-10000649,Furniture,Bookcases,"Ikea Library with Doors, Pine"
20855,TEC-AC-10001840,Technology,Accessories,"SanDisk Mouse, Erganomic"
19267,OFF-SU-10000343,Office Supplies,Supplies,"Stiletto Trimmer, Serrated"
11763,OFF-SU-10003804,Office Supplies,Supplies,"Kleencut Shears, Easy Grip"
20086,TEC-PH-10003698,Technology,Phones,"Nokia Signal Booster, Full Size"
726,FUR-BO-10002782,Furniture,Bookcases,"Safco Corner Shelving, Traditional"
41934,OFF-BIN-10002061,Office Supplies,Art,"Binney & Smith Sketch Pad, Blue"
20085,TEC-PH-10004707,Technology,Phones,"Samsung Signal Booster, Cordless"
16909,OFF-EN-10003933,Office Supplies,Envelopes,"Kraft Manila Envelope, Security-Tint"
38992,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11"
724,FUR-FU-10004339,Furniture,Furnishings,"Deflect-O Frame, Black"
20088,OFF-AR-10003658,Office Supplies,Art,"Boston Markers, Water Color"
46931,OFF-BIN-10000561,Office Supplies,Art,"Binney & Smith Highlighters, Fluorescent"
50850,FUR-HAR-10002697,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable"
19889,FUR-CH-10002819,Furniture,Chairs,"SAFCO Chairmat, Red"
46932,TEC-BEL-10003875,Technology,Accessories,"Belkin Memory Card, Programmable"
20089,OFF-ST-10003641,Office Supplies,Storage,"Fellowes Trays, Wire Frame"
11762,OFF-PA-10000908,Office Supplies,Paper,"Xerox Note Cards, Premium"
20912,OFF-FA-10001026,Office Supplies,Fasteners,"Stockwell Paper Clips, Assorted Sizes"
20087,OFF-BI-10004628,Office Supplies,Binders,"Cardinal Binder, Durable"
16910,OFF-AR-10002433,Office Supplies,Art,"Stanley Pens, Easy-Erase"
9919,TEC-AC-10004975,Technology,Accessories,"SanDisk Numeric Keypad, Erganomic"
20911,OFF-SU-10000723,Office Supplies,Supplies,"Kleencut Shears, Steel"
50845,FUR-ADV-10004395,Furniture,Furnishings,"Advantus Door Stop, Durable"
41933,TEC-MOT-10001342,Technology,Phones,"Motorola Signal Booster, VoIP"
48631,OFF-SAN-10002015,Office Supplies,Art,"Sanford Pens, Water Color"
19266,FUR-FU-10000361,Furniture,Furnishings,"Eldon Stacking Tray, Duo Pack"
50848,OFF-STO-10003878,Office Supplies,Fasteners,"Stockwell Clamps, Assorted Sizes"
50846,OFF-CAR-10004661,Office Supplies,Binders,"Cardinal Binding Machine, Recycled"
20909,OFF-FA-10003378,Office Supplies,Fasteners,"Accos Push Pins, Metal"
20910,OFF-SU-10000707,Office Supplies,Supplies,"Stiletto Shears, Serrated"
723,OFF-EN-10004935,Office Supplies,Envelopes,"Cameo Clasp Envelope, with clear poly window"
20908,OFF-FA-10004795,Office Supplies,Fasteners,"Advantus Paper Clips, Assorted Sizes"
20913,OFF-SU-10003559,Office Supplies,Supplies,"Kleencut Ruler, Steel"
50849,OFF-AVE-10000357,Office Supplies,Binders,"Avery Binder Covers, Clear"
38993,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders
41935,OFF-ADV-10000425,Office Supplies,Fasteners,"Advantus Clamps, Metal"
725,OFF-FA-10000455,Office Supplies,Fasteners,"Stockwell Thumb Tacks, 12 Pack"
43912,OFF-ACC-10003788,Office Supplies,Binders,"Acco Hole Reinforcements, Clear"
20090,OFF-AR-10002939,Office Supplies,Art,"Stanley Highlighters, Water Color"
30344,TEC-PH-10002590,Technology,Phones,"Motorola Audio Dock, Cordless"
19748,TEC-MA-10003607,Technology,Machines,"Okidata Receipt Printer, Red"
22558,TEC-CO-10001654,Technology,Copiers,"Hewlett Wireless Fax, Digital"
19747,OFF-BI-10000179,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Economy"
7256,OFF-PA-10003640,Office Supplies,Paper,"Eaton Cards & Envelopes, Recycled"
13146,OFF-ST-10003990,Office Supplies,Storage,"Smead Folders, Single Width"
22557,OFF-SU-10004696,Office Supplies,Supplies,"Acme Shears, Easy Grip"
30343,OFF-AR-10001030,Office Supplies,Art,"Sanford Markers, Easy-Erase"
30345,OFF-EN-10001823,Office Supplies,Envelopes,"Cameo Mailers, Recycled"
33250,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs
27243,FUR-CH-10002250,Furniture,Chairs,"Office Star Executive Leather Armchair, Black"
32206,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone
21408,TEC-MA-10003314,Technology,Machines,"Epson Phone, White"
23020,FUR-BO-10004679,Furniture,Bookcases,"Safco Library with Doors, Pine"
42817,TEC-MOT-10003348,Technology,Phones,"Motorola Smart Phone, Full Size"
40570,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine
7105,TEC-CO-10003964,Technology,Copiers,"Canon Fax Machine, High-Speed"
32207,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge
11771,TEC-PH-10004105,Technology,Phones,"Motorola Speaker Phone, VoIP"
47156,TEC-CAN-10004291,Technology,Copiers,"Canon Wireless Fax, Digital"
42814,TEC-NOK-10002716,Technology,Phones,"Nokia Audio Dock, with Caller ID"
33245,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table
45892,FUR-NOV-10003754,Furniture,Chairs,"Novimex Rocking Chair, Set of Two"
17946,TEC-CO-10001375,Technology,Copiers,"Brother Copy Machine, Color"
40558,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black"
50016,FUR-BAR-10000946,Furniture,Tables,"Barricks Computer Table, with Bottom Storage"
7106,TEC-CO-10004521,Technology,Copiers,"HP Personal Copier, Laser"
1654,FUR-CH-10000953,Furniture,Chairs,"Harbour Creations Swivel Stool, Black"
41144,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps
38737,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table
44012,FUR-SAU-10003872,Furniture,Bookcases,"Sauder Floating Shelf Set, Pine"
23661,FUR-BO-10004806,Furniture,Bookcases,"Safco Corner Shelving, Traditional"
33252,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive
33253,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive
16551,FUR-CH-10002212,Furniture,Chairs,"Hon Chairmat, Black"
35232,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System
21643,TEC-PH-10001585,Technology,Phones,"Nokia Signal Booster, Cordless"
42752,OFF-BRE-10003558,Office Supplies,Appliances,"Breville Refrigerator, White"
41717,TEC-ENE-10004627,Technology,Accessories,"Enermax Router, Erganomic"
14481,FUR-BO-10001155,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Metal"
18497,TEC-AC-10001791,Technology,Accessories,"Memorex Mouse, Programmable"
32208,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files
23519,OFF-SU-10003259,Office Supplies,Supplies,"Elite Trimmer, Easy Grip"
33248,TEC-PH-10003885,Technology,Phones,Cisco SPA508G
41145,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series"
21407,OFF-EN-10000114,Office Supplies,Envelopes,"Kraft Clasp Envelope, Security-Tint"
7103,TEC-CO-10001040,Technology,Copiers,"Canon Personal Copier, Laser"
24764,TEC-AC-10001995,Technology,Accessories,"Logitech Router, USB"
41718,FUR-NOV-10004962,Furniture,Chairs,"Novimex Bag Chairs, Adjustable"
274,OFF-BI-10001895,Office Supplies,Binders,"Ibico Binding Machine, Economy"
42813,FUR-TEN-10003050,Furniture,Furnishings,"Tenex Photo Frame, Black"
15447,TEC-PH-10002312,Technology,Phones,"Samsung Audio Dock, with Caller ID"
38201,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray"
4043,FUR-CH-10004755,Furniture,Chairs,"Novimex Swivel Stool, Red"
16435,OFF-AR-10004519,Office Supplies,Art,"Boston Canvas, Fluorescent"
46417,FUR-SAU-10000637,Furniture,Bookcases,"Sauder Library with Doors, Metal"
42816,TEC-HP -10002221,Technology,Copiers,"HP Ink, High-Speed"
28275,OFF-SU-10000738,Office Supplies,Supplies,"Acme Shears, Steel"
42815,TEC-SAN-10004721,Technology,Accessories,"SanDisk Numeric Keypad, Bluetooth"
18498,OFF-AR-10001529,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Easy-Erase"
6993,FUR-CH-10001616,Furniture,Chairs,"Harbour Creations Bag Chairs, Red"
15446,OFF-AR-10002681,Office Supplies,Art,"Stanley Canvas, Fluorescent"
37978,OFF-PA-10002499,Office Supplies,Paper,Xerox 1890
28274,FUR-FU-10003451,Furniture,Furnishings,"Eldon Frame, Black"
18881,OFF-AR-10003217,Office Supplies,Art,"Sanford Highlighters, Fluorescent"
47153,TEC-STA-10003447,Technology,Machines,"StarTech Printer, White"
